ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
ham,Lol enjoy role playing much?
ham,Blank is Blank. But wat is blank? Lol
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
ham,Finish liao... U?
ham,Great! I hope you like your man well endowed. I am  #  inches...
ham,"Edison has rightly said, A fool can ask more questions than a wise man can answer Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
ham,Hui xin is in da lib.
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
ham,"Yes, princess. Are you going to make me moan?"
ham,Try to do something dear. You read something for exams
ham,"I've got ten bucks, jay is being noncomittal"
ham,Ok ill send you with in  DECIMAL  ok.
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,Yes. Nigh you cant aha.
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,"Happy or sad , one thing about past is- Its no more GOOD MORNING :-):-)."
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham,Hey mate. Spoke to the mag people. We€˜re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,I will see in half an hour
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,Then ur sis how?
ham,Sitting ard nothing to do lor. U leh busy w work?
ham,"When you get free, call me"
ham,I wont. So wat's wit the guys
ham,Nothing. Can...
ham,u got wat to buy tell us then u no need to come in again.
ham,Or ill be a little closer like at the bus stop on the same street
ham,u takin linear algebra today?
ham,Ya! when are u taking ure practical lessons? I start in june..  
ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
ham,Is that what time you want me to come?
spam,"SMS. ac sun0819 posts HELLO:You seem cool, wanted to say hi. HI!!! Stop? Send STOP to 62468"
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,Just wait till end of march when el nino gets himself. Oh.
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
ham,How r u going to send it to me?
ham,Apart from the one i told you about yesterday?
ham,"Awesome, think we can get an 8th at usf some time tonight?"
ham,"No, its true..k,Do u knw dis no. # ?"
ham,"Sorry battery died, yeah I'm here"
ham,I cant pick the phone right now. Pls send a message
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,Armand says get your butt over to epsilon
ham,That depends. How would you like to be treated? :)
ham,Also you and your family for going to rhode island or wherever and leaving me all alone the week I have a new bong :(
ham,S'fine. Anytime. All the best with it.
ham,My sister got placed in birla soft da:-)
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
ham,K..k...from tomorrow onwards started ah?
ham,Studying. But i.ll be free next weekend.
ham,Reverse is cheating. That is not mathematics.
