ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,Will be office around 4 pm. Now i am going hospital.
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,Whom you waited for yesterday
ham,Am watching house €“ very entertaining €“ am getting the whole hugh laurie thing €“ even with the stick €“ indeed especially with the stick.
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,Wat u doing now?
ham,No i am not having not any movies in my laptop
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
